BHK,Rent,Size,Bathroom,Price per Square Foot,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Cluster
2,10000,1100,2,9,0,1,0,1,0,0,0,1,0,1,0,0
2,20000,800,1,25,1,0,0,1,0,0,0,1,0,1,0,0
2,17000,1000,1,17,1,0,0,1,0,0,0,1,0,1,0,0
2,10000,800,1,12,0,1,0,1,0,0,0,1,0,1,0,0
2,7500,850,1,8,0,1,1,0,0,0,0,1,0,0,0,0
2,7000,600,2,11,0,1,0,1,0,0,0,1,0,1,0,0
2,10000,700,2,14,0,1,0,1,0,0,0,1,0,0,0,0
1,5000,250,1,20,0,1,0,1,0,0,0,1,0,0,0,0
2,26000,800,2,32,0,1,1,0,0,0,0,1,0,0,0,0
2,10000,1000,2,10,1,0,1,0,0,0,0,1,0,1,0,0
3,25000,1200,2,20,1,0,1,0,0,0,0,1,0,1,0,0
1,5000,400,1,12,0,1,1,0,0,0,0,1,0,1,0,0
1,6500,250,1,26,0,0,1,0,0,0,0,1,0,0,0,0
1,5500,375,1,14,0,1,1,0,0,0,0,1,0,1,0,0
3,8500,900,2,9,0,1,1,0,0,0,0,1,0,0,0,0
3,40000,1286,2,31,0,0,1,0,0,0,0,1,0,1,0,0
2,6000,600,1,10,1,0,0,1,0,0,0,1,0,1,0,0
2,10000,800,1,12,0,1,0,1,0,0,0,1,0,1,0,0
2,11000,2000,1,5,0,1,1,0,0,0,0,1,0,1,0,0
2,6000,660,1,9,0,1,0,1,0,0,0,1,0,1,0,0
2,7900,650,1,12,0,1,1,0,0,0,0,1,0,0,1,0
2,9000,400,2,22,0,1,1,0,0,0,0,1,0,0,0,0
1,4000,300,1,13,0,1,1,0,0,0,0,1,0,1,0,0
3,6500,1600,1,4,0,1,0,1,0,0,0,1,0,1,0,0
1,8000,400,1,20,1,0,0,1,0,0,0,1,0,0,0,0
2,7000,1000,1,7,0,1,0,1,0,0,0,1,0,1,0,0
1,5300,355,1,14,1,0,1,0,0,0,0,1,0,1,0,0
2,6000,1000,1,6,1,0,0,1,0,0,0,1,0,1,0,0
2,8500,800,1,10,0,1,0,1,0,0,0,1,0,1,0,0
2,12500,850,2,14,0,1,0,1,0,0,0,1,0,1,0,0
1,7500,350,1,21,0,1,1,0,0,0,0,1,0,1,0,0
2,15000,900,2,16,0,1,1,0,0,0,0,1,0,1,0,0
2,6000,550,1,10,1,0,0,1,0,0,0,1,0,1,0,0
2,5000,500,2,10,0,1,1,0,0,0,0,1,0,1,0,0
3,22000,1100,1,20,0,1,1,0,0,0,0,1,0,1,0,0
2,15000,850,1,17,1,0,1,0,0,0,0,1,0,1,0,0
2,12500,800,1,15,0,1,1,0,0,0,0,1,0,0,0,0
2,7000,630,1,11,0,1,1,0,0,0,0,1,0,0,0,0
2,21000,900,2,23,1,0,1,0,0,0,0,1,0,0,0,0
1,10000,270,1,37,1,0,1,0,0,0,0,1,0,1,0,0
2,7200,630,1,11,1,0,1,0,0,0,0,1,0,1,0,0
3,12000,1500,2,8,0,0,1,0,0,0,0,1,0,0,0,0
1,5000,600,1,8,0,1,0,1,0,0,0,1,0,1,0,0
2,8500,700,1,12,1,0,1,0,0,0,0,1,0,1,0,0
1,6000,300,1,20,1,0,0,1,0,0,0,1,0,1,0,0
2,10000,1300,2,7,1,0,0,1,0,0,0,1,0,0,1,0
2,4600,400,1,11,1,0,1,0,0,0,0,1,0,0,0,0
2,12000,650,2,18,0,1,0,1,0,0,0,1,0,0,1,0
3,30000,2000,2,15,1,0,0,1,0,0,0,1,0,1,0,0
3,15000,1068,2,14,1,0,0,1,0,0,0,1,0,1,0,0
1,7500,150,1,50,0,0,0,1,0,0,0,1,0,1,0,0
1,7500,450,1,16,0,1,1,0,0,0,0,1,0,0,0,0
2,5000,800,1,6,0,1,1,0,0,0,0,1,0,1,0,0
2,15000,1000,2,15,0,1,0,1,0,0,0,1,0,1,0,0
2,11000,900,1,12,1,0,0,1,0,0,0,1,0,0,0,0
1,7000,600,1,11,0,1,1,0,0,0,0,1,0,1,0,0
2,6000,1200,1,5,0,1,0,1,0,0,0,1,0,1,0,0
2,6000,1200,2,5,1,0,0,1,0,0,0,1,0,0,0,0
2,7000,650,2,10,1,0,0,1,0,0,0,1,0,1,0,0
2,8500,720,2,11,1,0,1,0,0,0,0,1,0,1,0,0
1,5000,300,1,16,0,1,1,0,0,0,0,1,0,0,0,0
3,30000,1200,3,25,0,1,1,0,0,0,0,1,0,1,0,0
2,10000,700,2,14,0,1,1,0,0,0,0,1,0,1,0,0
3,30000,2000,2,15,1,0,0,1,0,0,0,1,0,1,0,0
1,3500,250,1,14,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,1100,1,7,0,1,1,0,0,0,0,1,0,0,0,0
1,5000,300,1,16,0,1,1,0,0,0,0,1,0,1,0,0
2,7500,600,1,12,1,0,0,1,0,0,0,1,0,1,0,0
2,6500,800,1,8,0,1,1,0,0,0,0,1,0,1,0,0
1,7500,680,1,11,0,1,0,1,0,0,0,1,0,1,0,0
1,7500,680,1,11,0,1,0,1,0,0,0,1,0,1,0,0
2,16000,850,1,18,1,0,1,0,0,0,0,1,0,0,0,0
2,16000,850,1,18,1,0,1,0,0,0,0,1,0,0,0,0
2,6500,700,1,9,0,1,0,1,0,0,0,1,0,0,0,0
3,40000,1500,2,26,0,1,0,1,0,0,0,1,0,1,0,0
2,12500,950,2,13,1,0,0,1,0,0,0,1,0,1,0,0
2,5500,500,1,11,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,450,1,11,1,0,1,0,0,0,0,1,0,1,0,0
2,6500,700,1,9,0,1,0,1,0,0,0,1,0,0,0,0
1,8000,500,1,16,0,1,0,1,0,0,0,1,0,1,0,0
3,14500,1800,2,8,1,0,0,1,0,0,0,1,0,1,0,0
1,8200,500,1,16,1,0,1,0,0,0,0,1,0,1,0,0
2,15000,480,2,31,0,0,1,0,0,0,0,1,0,1,0,0
6,20000,1000,2,20,1,0,0,1,0,0,0,1,0,1,0,0
2,6700,800,1,8,0,0,0,1,0,0,0,1,0,1,0,0
1,10000,435,1,22,0,1,0,1,0,0,0,1,0,1,0,0
2,7000,700,2,10,1,0,1,0,0,0,0,1,0,1,0,0
2,22000,800,1,27,0,0,0,1,0,0,0,1,0,1,0,0
2,6500,450,1,14,0,1,0,1,0,0,0,1,0,1,0,0
2,8500,550,1,15,1,0,1,0,0,0,0,1,0,1,0,0
2,18000,800,2,22,0,1,1,0,0,0,0,1,0,0,0,0
2,12000,550,2,21,1,0,1,0,0,0,0,1,0,0,1,0
1,9000,600,1,15,0,0,0,1,0,0,0,1,0,1,0,0
1,6000,500,1,12,0,1,0,1,0,0,0,1,0,1,0,0
2,20000,1000,2,20,0,0,0,1,0,0,0,1,0,1,0,0
1,5000,300,1,16,0,1,1,0,0,0,0,1,0,1,0,0
2,12000,1200,2,10,0,0,0,1,0,0,0,1,0,1,0,0
2,10000,500,1,20,1,0,1,0,0,0,0,1,0,1,0,0
4,18000,1200,2,15,0,1,0,1,0,0,0,1,0,0,1,0
2,15000,900,2,16,1,0,1,0,0,0,0,1,0,1,0,0
3,22000,1300,3,16,0,1,1,0,0,0,0,1,0,1,0,0
4,35000,1600,3,21,0,1,1,0,0,0,0,1,0,1,0,0
3,21000,1450,2,14,0,1,0,1,0,0,0,1,0,0,1,0
2,25000,1100,2,22,0,0,0,1,0,0,0,1,0,0,0,0
2,180000,950,2,189,0,1,1,0,0,0,0,1,0,1,0,1
1,6000,600,1,10,0,1,1,0,0,0,0,1,0,1,0,0
2,14000,700,2,20,0,1,1,0,0,0,0,1,0,1,0,0
3,8000,750,1,10,0,1,0,1,0,0,0,1,0,0,1,0
2,8000,1000,1,8,0,1,0,1,0,0,0,1,0,1,0,0
1,6000,220,1,27,0,0,0,1,0,0,0,1,0,1,0,0
1,8000,300,1,26,1,0,1,0,0,0,0,1,0,0,0,0
1,6000,300,1,20,0,1,1,0,0,0,0,1,0,1,0,0
1,20000,700,1,28,1,0,0,1,0,0,0,1,0,1,0,0
3,12000,800,2,15,0,1,0,1,0,0,0,1,0,1,0,0
3,15000,1600,2,9,0,1,0,1,0,0,0,1,0,1,0,0
2,14000,1000,2,14,0,1,1,0,0,0,0,1,0,1,0,0
1,5000,20,1,250,0,1,0,1,0,0,0,1,0,1,0,0
2,7000,400,1,17,0,1,1,0,0,0,0,1,0,1,0,0
1,3900,200,1,19,0,0,0,1,0,0,0,1,0,1,0,0
3,14000,840,2,16,0,1,1,0,0,0,0,1,0,0,0,0
1,6300,300,1,21,0,1,1,0,0,0,0,1,0,1,0,0
2,13000,550,2,23,0,0,1,0,0,0,0,1,0,1,0,0
1,6800,300,1,22,0,1,1,0,0,0,0,1,0,1,0,0
2,8000,800,2,10,0,1,0,1,0,0,0,1,0,1,0,0
2,10000,740,1,13,0,1,1,0,0,0,0,1,0,0,0,0
2,18000,1300,2,13,0,1,0,1,0,0,0,1,0,1,0,0
2,8000,650,1,12,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,490,1,16,1,0,0,1,0,0,0,1,0,1,0,0
1,4700,250,1,18,0,0,0,1,0,0,0,1,0,1,0,0
1,4700,250,1,18,0,0,0,1,0,0,0,1,0,1,0,0
1,4500,450,1,10,0,1,0,1,0,0,0,1,0,1,0,0
1,6000,300,1,20,1,0,1,0,0,0,0,1,0,1,0,0
2,16000,750,2,21,0,1,0,1,0,0,0,1,0,1,0,0
1,4700,250,1,18,0,0,0,1,0,0,0,1,0,1,0,0
2,14000,751,1,18,0,1,1,0,0,0,0,1,0,0,0,0
2,9000,900,1,10,1,0,1,0,0,0,0,1,0,0,0,0
2,5000,400,1,12,1,0,1,0,0,0,0,1,0,1,0,0
2,17500,1000,2,17,1,0,1,0,0,0,0,1,0,1,0,0
2,8500,1000,1,8,0,1,1,0,0,0,0,1,0,1,0,0
3,15000,1500,2,10,1,0,1,0,0,0,0,1,0,0,1,0
2,12500,750,2,16,0,1,1,0,0,0,0,1,0,1,0,0
1,13000,1200,1,10,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,700,1,11,0,1,0,1,0,0,0,1,0,1,0,0
2,8000,700,1,11,0,0,1,0,0,0,0,1,0,1,0,0
2,8000,1000,1,8,1,0,0,1,0,0,0,1,0,1,0,0
2,7000,1200,2,5,0,1,0,1,0,0,0,1,0,1,0,0
2,2200,550,1,4,0,0,0,1,0,0,0,1,0,1,0,0
2,8000,800,1,10,0,1,1,0,0,0,0,1,0,0,0,0
2,5500,280,1,19,0,1,0,1,0,0,0,1,0,0,0,0
3,20000,1100,3,18,0,1,0,1,0,0,0,1,0,1,0,0
2,7000,950,1,7,0,1,0,1,0,0,0,1,0,1,0,0
1,3500,250,1,14,0,0,0,1,0,0,0,1,0,1,0,0
2,5000,1000,1,5,0,1,1,0,0,0,0,1,0,0,0,0
3,20000,1000,2,20,1,0,1,0,0,0,0,1,0,1,0,0
2,7000,650,1,10,0,1,0,1,0,0,0,1,0,1,0,0
2,10000,700,2,14,0,1,0,1,0,0,0,1,0,1,0,0
2,7000,700,1,10,0,1,1,0,0,0,0,1,0,0,0,0
3,12000,1000,2,12,1,0,0,1,0,0,0,1,0,1,0,0
2,14500,900,2,16,0,1,1,0,0,0,0,1,0,0,0,0
1,6000,700,1,8,0,1,0,1,0,0,0,1,0,1,0,0
2,9500,700,2,13,0,1,0,1,0,0,0,1,0,1,0,0
2,10000,450,2,22,1,0,1,0,0,0,0,1,0,1,0,0
1,3500,120,1,29,0,1,0,1,0,0,0,1,0,1,0,0
2,9000,800,2,11,1,0,0,1,0,0,0,1,0,1,0,0
3,40000,1220,2,32,0,1,1,0,0,0,0,1,0,1,0,0
3,16500,1100,1,15,0,1,0,1,0,0,0,1,0,1,0,0
3,8000,700,2,11,0,1,1,0,0,0,0,1,0,0,1,0
2,12000,800,1,15,0,0,0,1,0,0,0,1,0,1,0,0
2,6500,670,1,9,0,1,0,1,0,0,0,1,0,0,1,0
4,40000,1300,3,30,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,190,1,26,1,0,0,1,0,0,0,1,0,1,0,0
2,9000,700,1,12,1,0,0,1,0,0,0,1,0,1,0,0
1,7000,240,1,29,0,1,1,0,0,0,0,1,0,0,0,0
2,18000,850,1,21,1,0,1,0,0,0,0,1,0,0,1,0
1,9000,950,2,9,0,1,0,1,0,0,0,1,0,1,0,0
1,5500,450,1,12,0,0,1,0,0,0,0,1,0,1,0,0
2,7500,800,1,9,0,1,1,0,0,0,0,1,0,0,0,0
2,4000,600,1,6,0,1,1,0,0,0,0,1,0,1,0,0
3,10500,800,2,13,0,1,1,0,0,0,0,1,0,0,0,0
3,15000,1100,2,13,0,1,1,0,0,0,0,1,0,1,0,0
2,15000,800,1,18,0,0,1,0,0,0,0,1,0,1,0,0
1,50000,2200,3,22,0,0,0,1,0,0,0,1,0,1,0,0
2,12000,950,2,12,0,1,1,0,0,0,0,1,0,0,0,0
2,11000,550,1,20,0,1,1,0,0,0,0,1,0,1,0,0
2,12000,1800,2,6,0,1,1,0,0,0,0,1,0,0,0,0
2,8000,1000,1,8,0,0,0,1,0,0,0,1,0,1,0,0
2,18000,600,2,30,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,750,2,10,1,0,1,0,0,0,0,1,0,1,0,0
2,7000,685,1,10,0,1,0,1,0,0,0,1,0,1,0,0
1,6500,44,1,147,0,0,1,0,0,0,0,1,0,1,0,0
4,13000,1200,1,10,0,1,1,0,0,0,0,1,0,1,0,0
2,9000,500,1,18,0,1,1,0,0,0,0,1,0,0,0,0
4,10000,1110,2,9,0,1,1,0,0,0,0,1,0,1,0,0
2,12000,1000,2,12,0,1,0,1,0,0,0,1,0,1,0,0
2,5000,392,1,12,0,1,0,1,0,0,0,1,0,1,0,0
2,6000,700,1,8,0,1,0,1,0,0,0,1,0,1,0,0
1,5200,750,1,6,0,1,0,1,0,0,0,1,0,1,0,0
3,15000,1500,2,10,0,1,0,1,0,0,0,1,0,0,1,0
2,9000,900,2,10,0,1,0,1,0,0,0,1,0,1,0,0
1,24000,710,1,33,0,0,0,1,0,0,0,1,0,0,0,0
1,5500,400,1,13,0,1,1,0,0,0,0,1,0,1,0,0
1,10000,700,1,14,0,1,1,0,0,0,0,1,0,0,0,0
2,15000,1000,1,15,1,0,1,0,0,0,0,1,0,1,0,0
1,4700,250,1,18,0,0,0,1,0,0,0,1,0,1,0,0
1,5000,500,1,10,1,0,1,0,0,0,0,1,0,1,0,0
2,5000,450,1,11,1,0,1,0,0,0,0,1,0,1,0,0
3,15000,1400,1,10,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,500,1,10,1,0,1,0,0,0,0,1,0,1,0,0
2,6000,700,1,8,0,1,1,0,0,0,0,1,0,1,0,0
3,18000,1200,1,15,1,0,1,0,0,0,0,1,0,1,0,0
2,8000,450,1,17,0,1,1,0,0,0,0,1,0,0,0,0
1,13000,500,1,26,0,0,1,0,0,0,0,1,0,0,0,0
2,7500,400,1,18,0,1,1,0,0,0,0,1,0,1,0,0
3,12000,1000,2,12,0,1,0,1,0,0,0,1,0,1,0,0
2,11000,750,1,14,0,1,1,0,0,0,0,1,0,0,0,0
1,6000,450,1,13,0,1,0,1,0,0,0,1,0,0,1,0
3,20000,1000,2,20,0,1,1,0,0,0,0,1,0,0,0,0
2,7000,500,2,14,0,1,1,0,0,0,0,1,0,0,0,0
4,30000,1600,2,18,0,1,1,0,0,0,0,1,0,0,0,0
2,7500,550,1,13,0,1,1,0,0,0,0,1,0,0,0,0
1,6500,550,2,11,0,1,0,1,0,0,0,1,0,1,0,0
1,3000,200,1,15,0,1,0,1,0,0,0,1,0,1,0,0
2,5200,650,1,8,0,1,1,0,0,0,0,1,0,0,0,0
2,25000,1000,2,25,0,0,0,1,0,0,0,1,0,1,0,0
2,12500,680,2,18,0,1,1,0,0,0,0,1,0,1,0,0
2,8500,720,2,11,0,1,1,0,0,0,0,1,0,1,0,0
2,3500,500,1,7,0,1,1,0,0,0,0,1,0,0,0,0
2,7000,800,1,8,0,1,0,1,0,0,0,1,0,1,0,0
1,3000,160,1,18,0,1,0,1,0,0,0,1,0,1,0,0
2,14000,1200,2,11,0,1,1,0,0,0,0,1,0,1,0,0
1,18000,700,1,25,0,0,0,1,0,0,0,1,0,1,0,0
1,3500,1000,1,3,1,0,0,1,0,0,0,1,0,1,0,0
2,16000,1250,2,12,0,1,0,1,0,0,0,1,0,1,0,0
4,35000,1600,3,21,0,1,0,1,0,0,0,1,0,1,0,0
2,21000,700,1,30,1,0,0,1,0,0,0,1,0,1,0,0
1,4500,450,1,10,0,1,0,1,0,0,0,1,0,1,0,0
2,15000,839,2,17,1,0,0,1,0,0,0,1,0,1,0,0
1,4500,230,1,19,0,1,0,1,0,0,0,1,0,1,0,0
1,5500,1800,1,3,0,1,0,1,0,0,0,1,0,1,0,0
2,8500,800,2,10,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,500,1,10,1,0,1,0,0,0,0,1,0,1,0,0
2,8500,620,1,13,0,1,1,0,0,0,0,1,0,0,0,0
2,9000,650,1,13,0,1,1,0,0,0,0,1,0,1,0,0
1,7500,550,1,13,1,0,0,1,0,0,0,1,0,1,0,0
2,7000,450,2,15,0,0,1,0,0,0,0,1,0,0,0,0
3,15000,1350,2,11,0,1,1,0,0,0,0,1,0,0,1,0
2,7000,600,2,11,1,0,0,1,0,0,0,1,0,1,0,0
3,10000,1200,1,8,0,0,0,1,0,0,0,1,0,1,0,0
2,7000,700,1,10,0,1,0,1,0,0,0,1,0,1,0,0
3,3200,800,2,4,0,0,1,0,0,0,0,1,0,1,0,0
2,6000,600,1,10,1,0,1,0,0,0,0,1,0,1,0,0
2,12000,900,2,13,0,1,0,1,0,0,0,1,0,1,0,0
2,6000,750,1,8,0,1,0,1,0,0,0,1,0,1,0,0
3,10000,1250,2,8,0,1,0,1,0,0,0,1,0,1,0,0
3,12000,1000,3,12,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,600,1,13,1,0,0,1,0,0,0,1,0,1,0,0
2,5300,650,1,8,0,1,1,0,0,0,0,1,0,1,0,0
2,5000,450,1,11,0,1,1,0,0,0,0,1,0,0,0,0
3,8500,800,2,10,0,1,0,1,0,0,0,1,0,1,0,0
3,22000,1000,2,22,1,0,1,0,0,0,0,1,0,1,0,0
2,7000,1000,1,7,0,1,0,1,0,0,0,1,0,1,0,0
3,25000,1400,3,17,0,0,1,0,0,0,0,1,0,0,0,0
2,7000,600,1,11,1,0,1,0,0,0,0,1,0,0,0,0
2,15000,723,1,20,0,0,1,0,0,0,0,1,0,0,1,0
1,6000,320,1,18,0,1,1,0,0,0,0,1,0,1,0,0
2,8000,900,1,8,1,0,0,1,0,0,0,1,0,1,0,0
3,40000,1400,2,28,0,0,1,0,0,0,0,1,0,1,0,0
1,6000,2160,1,2,1,0,0,1,0,0,0,1,0,0,0,0
2,15000,650,1,23,1,0,1,0,0,0,0,1,0,1,0,0
2,6500,800,1,8,1,0,0,1,0,0,0,1,0,1,0,0
3,8000,800,1,10,1,0,0,1,0,0,0,1,0,1,0,0
1,5500,500,1,11,0,1,1,0,0,0,0,1,0,1,0,0
3,9000,1700,2,5,1,0,0,1,0,0,0,1,0,1,0,0
1,6000,130,1,46,1,0,1,0,0,0,0,1,0,1,0,0
1,15000,505,1,29,0,0,0,1,0,0,0,1,0,1,0,0
4,30000,4000,3,7,0,0,0,1,0,0,0,1,0,1,0,0
3,30000,1250,2,24,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,700,1,7,0,1,1,0,0,0,0,1,0,1,0,0
2,15000,900,1,16,0,1,0,1,0,0,0,1,0,0,0,0
1,6500,650,1,10,1,0,0,1,0,0,0,1,0,1,0,0
2,4500,750,1,6,0,0,0,1,0,0,0,1,0,1,0,0
2,7000,450,1,15,0,1,1,0,0,0,0,1,0,1,0,0
1,6500,350,1,18,1,0,1,0,0,0,0,1,0,1,0,0
1,17500,480,2,36,0,0,1,0,0,0,0,1,0,0,0,0
2,10000,900,1,11,0,1,0,1,0,0,0,1,0,1,0,0
1,1500,200,1,7,1,0,0,1,0,0,0,1,0,1,0,0
3,25000,1100,3,22,0,1,0,1,0,0,0,1,0,1,0,0
2,12000,800,1,15,0,1,1,0,0,0,0,1,0,1,0,0
3,7500,1000,2,7,0,0,1,0,0,0,0,1,0,1,0,0
1,7000,800,1,8,0,1,1,0,0,0,0,1,0,1,0,0
1,3500,200,1,17,1,0,0,1,0,0,0,1,0,1,0,0
3,10000,1190,2,8,0,1,1,0,0,0,0,1,0,1,0,0
2,14000,900,2,15,0,1,1,0,0,0,0,1,0,0,0,0
2,15000,1500,2,10,0,1,0,1,0,0,0,1,0,1,0,0
2,6500,600,1,10,0,1,0,1,0,0,0,1,0,1,0,0
3,10000,800,1,12,0,1,0,1,0,0,0,1,0,1,0,0
2,10500,800,2,13,0,1,1,0,0,0,0,1,0,0,1,0
3,10000,900,2,11,1,0,1,0,0,0,0,1,0,1,0,0
1,5000,350,1,14,1,0,1,0,0,0,0,1,0,1,0,0
2,9000,800,1,11,0,1,1,0,0,0,0,1,0,1,0,0
2,20000,1600,2,12,0,1,1,0,0,0,0,1,0,0,0,0
3,35000,1012,2,34,1,0,1,0,0,0,0,1,0,1,0,0
3,15000,1200,2,12,0,1,1,0,0,0,0,1,0,0,0,0
2,20000,700,1,28,0,0,0,1,0,0,0,1,0,1,0,0
2,12000,1000,1,12,1,0,0,1,0,0,0,1,0,1,0,0
2,8000,800,1,10,0,1,1,0,0,0,0,1,0,0,0,0
1,3000,500,1,6,1,0,0,1,0,0,0,1,0,1,0,0
3,20000,1200,2,16,1,0,1,0,0,0,0,1,0,0,0,0
1,9000,450,1,20,0,1,1,0,0,0,0,1,0,0,0,0
3,13000,950,2,13,0,1,1,0,0,0,0,1,0,1,0,0
1,7000,350,1,20,0,1,1,0,0,0,0,1,0,1,0,0
1,9000,450,1,20,0,1,1,0,0,0,0,1,0,1,0,0
1,9000,550,1,16,1,0,1,0,0,0,0,1,0,0,0,0
2,10000,300,1,33,0,1,1,0,0,0,0,1,0,0,0,0
3,15000,1250,2,12,1,0,0,1,0,0,0,1,0,1,0,0
2,7000,700,1,10,0,1,0,1,0,0,0,1,0,1,0,0
3,8000,812,2,9,0,1,0,1,0,0,0,1,0,1,0,0
2,8000,550,1,14,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,500,1,10,1,0,0,1,0,0,0,1,0,1,0,0
1,14000,320,1,43,0,0,1,0,0,0,0,1,0,0,0,0
2,5000,600,1,8,0,1,0,1,0,0,0,1,0,1,0,0
2,5000,420,1,11,0,1,1,0,0,0,0,1,0,0,0,0
3,12000,1100,1,10,0,1,0,1,0,0,0,1,0,0,0,0
1,3200,220,1,14,0,1,0,1,0,0,0,1,0,1,0,0
2,8500,700,2,12,1,0,1,0,0,0,0,1,0,1,0,0
3,16000,1200,2,13,0,1,1,0,0,0,0,1,0,1,0,0
2,14000,800,2,17,0,1,1,0,0,0,0,1,0,1,0,0
1,8000,300,1,26,0,0,1,0,0,0,0,1,0,0,0,0
2,7000,650,1,10,0,1,1,0,0,0,0,1,0,1,0,0
1,8000,600,1,13,0,0,0,1,0,0,0,1,0,1,0,0
1,3000,350,1,8,0,1,0,1,0,0,0,1,0,1,0,0
1,3800,500,1,7,0,1,1,0,0,0,0,1,0,0,0,0
1,6500,400,1,16,0,1,0,1,0,0,0,1,0,1,0,0
3,20000,1750,3,11,1,0,0,1,0,0,0,1,0,1,0,0
3,30000,1600,2,18,0,1,0,1,0,0,0,1,0,1,0,0
1,8000,300,1,26,1,0,1,0,0,0,0,1,0,1,0,0
2,14000,1100,2,12,1,0,0,1,0,0,0,1,0,1,0,0
2,7200,830,1,8,0,1,0,1,0,0,0,1,0,1,0,0
2,7000,600,2,11,1,0,1,0,0,0,0,1,0,1,0,0
1,7000,500,2,14,0,1,0,1,0,0,0,1,0,0,0,0
2,7500,900,1,8,0,1,1,0,0,0,0,1,0,1,0,0
2,8500,1250,2,6,0,1,1,0,0,0,0,1,0,0,1,0
2,12000,700,1,17,0,1,1,0,0,0,0,1,0,0,0,0
1,8500,850,2,10,0,1,1,0,0,0,0,1,0,0,0,0
2,9500,550,1,17,0,1,1,0,0,0,0,1,0,1,0,0
2,7500,550,2,13,0,0,1,0,0,0,0,1,0,1,0,0
2,12000,1200,1,10,0,1,0,1,0,0,0,1,0,1,0,0
3,20000,1100,2,18,0,1,1,0,0,0,0,1,0,0,0,0
2,8500,650,1,13,1,0,0,1,0,0,0,1,0,1,0,0
3,20000,1050,2,19,0,1,1,0,0,0,0,1,0,0,0,0
2,6000,960,2,6,1,0,0,1,0,0,0,1,0,1,0,0
2,5500,650,2,8,0,1,1,0,0,0,0,1,0,1,0,0
1,7000,550,1,12,1,0,0,1,0,0,0,1,0,1,0,0
2,7000,500,2,14,1,0,0,1,0,0,0,1,0,1,0,0
1,6500,450,1,14,0,1,0,1,0,0,0,1,0,0,1,0
2,10000,850,2,11,0,1,0,1,0,0,0,1,0,0,0,0
1,5200,300,1,17,0,1,1,0,0,0,0,1,0,1,0,0
2,13000,1000,3,13,1,0,1,0,0,0,0,1,0,1,0,0
2,7000,500,1,14,0,1,1,0,0,0,0,1,0,1,0,0
2,12000,756,1,15,1,0,1,0,0,0,0,1,0,1,0,0
1,15000,1000,1,15,0,1,0,1,0,0,0,1,0,1,0,0
1,5000,150,1,33,0,1,1,0,0,0,0,1,0,1,0,0
1,8000,800,1,10,0,1,1,0,0,0,0,1,0,0,0,0
2,8000,700,2,11,0,1,0,1,0,0,0,1,0,0,0,0
1,5000,420,1,11,0,1,0,1,0,0,0,1,0,0,0,0
2,10000,800,1,12,0,1,0,1,0,0,0,1,0,0,0,0
2,12000,288,1,41,0,1,1,0,0,0,0,1,0,0,0,0
2,8000,900,2,8,0,1,0,1,0,0,0,1,0,1,0,0
2,21000,850,2,24,0,1,1,0,0,0,0,1,0,0,0,0
1,5000,350,1,14,0,1,1,0,0,0,0,1,0,0,0,0
2,9000,600,1,15,0,1,0,1,0,0,0,1,0,1,0,0
2,8000,1600,1,5,1,0,1,0,0,0,0,1,0,0,0,0
2,7000,986,1,7,0,1,1,0,0,0,0,1,0,0,0,0
3,35000,1330,2,26,0,1,1,0,0,0,0,1,0,0,0,0
3,15000,1300,2,11,1,0,0,1,0,0,0,1,0,1,0,0
2,6200,800,1,7,0,1,1,0,0,0,0,1,0,0,0,0
2,9900,800,1,12,0,1,1,0,0,0,0,1,0,1,0,0
2,7000,850,1,8,0,1,0,1,0,0,0,1,0,0,0,0
1,5000,322,1,15,0,1,1,0,0,0,0,1,0,1,0,0
2,6500,800,1,8,0,0,1,0,0,0,0,1,0,1,0,0
4,40000,1500,2,26,0,1,1,0,0,0,0,1,0,0,0,0
3,40000,3500,2,11,1,0,0,1,0,0,0,1,0,1,0,0
2,12000,957,2,12,0,0,1,0,0,0,0,1,0,0,0,0
1,6500,850,1,7,0,1,1,0,0,0,0,1,0,0,0,0
2,10000,900,2,11,0,1,1,0,0,0,0,1,0,0,0,0
2,15000,600,1,25,1,0,0,1,0,0,0,1,0,1,0,0
1,5000,350,1,14,1,0,1,0,0,0,0,1,0,1,0,0
2,7000,800,1,8,0,1,0,1,0,0,0,1,0,1,0,0
2,6000,320,1,18,0,1,1,0,0,0,0,1,0,1,0,0
3,15000,800,1,18,0,1,1,0,0,0,0,1,0,1,0,0
2,10000,700,2,14,1,0,1,0,0,0,0,1,0,0,0,0
2,22000,1200,2,18,1,0,0,1,0,0,0,1,0,1,0,0
